UID,Text,Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval, ITL 
11190,I need financial help to pay off my high-interest payday loans.,"? 119,218.00",787,5442,41.5,unemployed,Rejected, 0.05 
11191,I need money to purchase updated equipment for my photography business.,"? 50,012.00",529,36072,78.68,employed,Rejected, 0.72 
11192,I need a loan to relocate to a new city after getting a job offer.,"? 177,994.00",318,90552,12.77,employed,Rejected, 0.51 
11193,I need financial support to open a daycare center in my neighborhood.,"? 194,431.00",781,22614,8.86,employed,Approved, 0.12 
11194,I want to consolidate my credit card debts into one manageable payment.,"? 91,059.00",432,12473,7.87,unemployed,Rejected, 0.14 
11195,I need a loan to relocate to a new city after getting a job offer.,"? 111,698.00",463,30788,32.53,employed,Rejected, 0.28 
11196,I need a loan to cover emergency expenses after a natural disaster.,"? 164,142.00",749,47016,18.76,unemployed,Rejected, 0.29 
11197,I need a loan to buy a truck and start a moving business.,"? 68,676.00",490,8043,33.48,employed,Rejected, 0.12 
11198,I need money to publish and market my self-written book.,"? 122,124.00",643,92681,5.36,employed,Rejected, 0.76 
11199,I need a loan to upgrade my small music studio with better equipment.,"? 101,853.00",427,13574,8.42,unemployed,Rejected, 0.13 
11200,I need financial support for medical treatment abroad.,"? 61,840.00",485,39359,36.13,employed,Rejected, 0.64 
11201,I need money to start a home-based catering business.,"? 86,794.00",569,53424,7.83,unemployed,Rejected, 0.62 
11202,I need a loan to cover emergency expenses after a natural disaster.,"? 110,596.00",481,18599,12.1,employed,Rejected, 0.17 
11203,I need a loan to buy a truck and start a moving business.,"? 120,913.00",584,51679,33.42,employed,Approved, 0.43 
11204,I need a loan to install a security system at home.,"? 167,013.00",472,89462,16.67,employed,Rejected, 0.54 
11205,I need financial support to renovate my rental apartment.,"? 77,508.00",480,53122,12.74,employed,Rejected, 0.69 
11206,I need a loan to build a website and market my freelance services.,"? 64,685.00",586,25736,43.19,employed,Approved, 0.40 
11207,I want to purchase land to start an organic farming venture.,"? 40,203.00",824,2817,40.94,employed,Approved, 0.07 
11208,I need money to invest in a franchise business opportunity.,"? 49,849.00",762,1137,77.51,unemployed,Rejected, 0.02 
11209,I need a loan to pay for an international vacation with my family.,"? 72,356.00",648,34965,27.19,unemployed,Rejected, 0.48 
11210,I need a loan to pay for a down payment on my first home.,"? 71,445.00",453,11156,31.32,employed,Rejected, 0.16 
11211,I need financial help to cover maternity and delivery expenses.,"? 141,706.00",360,57466,13.85,unemployed,Rejected, 0.41 
11212,I need a loan to pay for my son's medical treatment and therapy.,"? 172,160.00",491,126351,14.93,employed,Rejected, 0.73 
11213,I need financial support to pay for my son's football training program.,"? 68,984.00",790,49669,69.39,employed,Rejected, 0.72 
11214,I need a loan to start a small business.,"? 88,624.00",740,10431,48.24,employed,Approved, 0.12 
11215,I need a loan to pay for a down payment on my first home.,"? 57,590.00",387,15936,82.58,unemployed,Rejected, 0.28 
11216,"I need financial help to cover wedding expenses, including the venue and catering.","? 67,466.00",741,26094,14.34,unemployed,Rejected, 0.39 
11217,I need funds to enroll in a professional certification program.,"? 121,249.00",786,66214,13.9,employed,Approved, 0.55 
11218,I need financial help to pay off my high-interest payday loans.,"? 57,997.00",599,3481,17.58,employed,Approved, 0.06 
11219,I want to buy a car for my rideshare business on Uber.,"? 62,473.00",399,36029,9.74,employed,Rejected, 0.58 
11220,I want to consolidate my credit card debts into one manageable payment.,"? 164,073.00",511,3450,10.5,employed,Rejected, 0.02 
11221,I need money to purchase a food truck and start my own business.,"? 79,340.00",425,16582,53.98,unemployed,Rejected, 0.21 
11222,I want to expand my small online clothing store.,"? 106,382.00",553,9981,10.27,employed,Approved, 0.09 
11223,I want to invest in a rental property as a source of passive income.,"? 34,078.00",793,3610,59.13,employed,Rejected, 0.11 
11224,I want to start a small roadside food stall and need funds for equipment.,"? 57,399.00",831,12769,62.59,unemployed,Rejected, 0.22 
11225,I want to start a small roadside food stall and need funds for equipment.,"? 39,096.00",515,10917,19.63,employed,Rejected, 0.28 
11226,I want to invest in a rental property as a source of passive income.,"? 153,028.00",780,53313,31.99,employed,Approved, 0.35 
11227,I need a loan to start a small business.,"? 23,682.00",795,16037,207.64,unemployed,Rejected, 0.68 
11228,I need a loan to pay for a digital marketing course to grow my business.,"? 61,229.00",771,3257,57.05,unemployed,Rejected, 0.05 
11229,I want to start a mobile pet grooming service and need funds for supplies.,"? 116,535.00",452,33225,25.27,employed,Rejected, 0.29 
11230,I need a loan to install a security system at home.,"? 157,224.00",630,125325,16.03,employed,Rejected, 0.80 
11231,I need a loan to pay off overdue electricity and water bills.,"? 52,122.00",771,18114,88.44,unemployed,Rejected, 0.35 
11232,I need financial help to install a swimming pool in my backyard.,"? 196,324.00",643,153677,6.6,unemployed,Rejected, 0.78 
11233,I need financial help to build my dream home in the countryside.,"? 93,713.00",474,30218,52.27,employed,Rejected, 0.32 
11234,I need a loan to cover moving expenses after being transferred to another city.,"? 86,980.00",342,49890,18.95,unemployed,Rejected, 0.57 
11235,I need money to buy new tools and materials for my woodworking business.,"? 36,663.00",309,18202,107.57,employed,Rejected, 0.50 
11236,I want to make home improvements like installing solar panels.,"? 136,319.00",398,69586,3.73,unemployed,Rejected, 0.51 
11237,I need funds to upgrade my computer and buy software for freelance work.,"? 160,359.00",632,11511,13.06,unemployed,Rejected, 0.07 
11238,I need financial assistance to launch my own YouTube content creation business.,"? 95,344.00",706,74284,6.01,unemployed,Rejected, 0.78 
11239,I need money to cover unexpected legal expenses related to a dispute.,"? 108,790.00",556,65999,34.68,unemployed,Rejected, 0.61 
11240,I need money to buy new tools and materials for my woodworking business.,"? 81,913.00",823,8754,49.87,unemployed,Rejected, 0.11 
11241,I need financial assistance to launch my own YouTube content creation business.,"? 160,747.00",530,25887,18.14,employed,Rejected, 0.16 
11242,I need funds to upgrade my computer and buy software for freelance work.,"? 143,620.00",836,106871,7.12,employed,Rejected, 0.74 
11243,I want to consolidate my credit card debts into one manageable payment.,"? 193,967.00",421,40623,17.01,employed,Rejected, 0.21 
11244,I need a loan to upgrade my small music studio with better equipment.,"? 169,198.00",791,75700,12.85,unemployed,Rejected, 0.45 
11245,I need funds to buy new furniture and appliances for my house.,"? 43,596.00",729,6823,95.62,unemployed,Rejected, 0.16 
11246,I need money to purchase updated equipment for my photography business.,"? 121,797.00",594,16056,37.24,employed,Approved, 0.13 
11247,I need financial support to pay for my son's football training program.,"? 32,362.00",577,12180,71.78,employed,Rejected, 0.38 
11248,I need money to open a small bookstore and café.,"? 95,654.00",485,4273,21.58,unemployed,Rejected, 0.04 
11249,I need funds to expand my home-based bakery to a physical store.,"? 37,092.00",314,16689,33.73,unemployed,Rejected, 0.45 
11250,I need a loan to upgrade my small music studio with better equipment.,"? 96,909.00",467,22156,26.81,unemployed,Rejected, 0.23 
11251,I need money to invest in a franchise business opportunity.,"? 141,645.00",422,29574,31.27,employed,Rejected, 0.21 
11252,I need money to open a small bookstore and café.,"? 190,578.00",603,53107,19.39,employed,Approved, 0.28 
11253,I want to start a mobile pet grooming service and need funds for supplies.,"? 145,644.00",661,45588,12.1,employed,Approved, 0.31 
11254,I need a loan to buy a motorcycle for daily transportation.,"? 91,627.00",513,48358,29.02,employed,Rejected, 0.53 
11255,I need a loan to finance my MBA and career advancement.,"? 70,009.00",531,47894,13.62,unemployed,Rejected, 0.68 
11256,I need a loan to pay for my son's medical treatment and therapy.,"? 90,360.00",501,33073,15.21,employed,Rejected, 0.37 
11257,I need funds to upgrade my computer and buy software for freelance work.,"? 128,867.00",524,47657,21.72,employed,Rejected, 0.37 
11258,I want to buy a car for my rideshare business on Uber.,"? 181,777.00",808,136395,22.64,employed,Rejected, 0.75 
11259,I need financial support to pay for my son's football training program.,"? 144,142.00",793,100625,10.65,employed,Rejected, 0.70 
11260,I need a loan to cover hospital bills after an unexpected surgery.,"? 80,289.00",809,33901,16.08,unemployed,Rejected, 0.42 
11261,I need a loan to develop and launch my mobile app startup.,"? 141,995.00",413,95942,20.87,unemployed,Rejected, 0.68 
11262,I need funds to launch my handmade jewelry brand online.,"? 129,118.00",588,48104,21.9,employed,Approved, 0.37 
11263,I need a loan to buy a motorcycle for daily transportation.,"? 156,564.00",567,115486,3.97,employed,Rejected, 0.74 
11264,I need money to start a home-based catering business.,"? 147,649.00",742,53617,29.92,unemployed,Rejected, 0.36 
11265,I need a loan to pay for my son's medical treatment and therapy.,"? 89,828.00",613,55764,5.6,unemployed,Rejected, 0.62 
11266,I need a loan to upgrade my small music studio with better equipment.,"? 175,723.00",607,90146,8.42,employed,Approved, 0.51 
11267,I need a loan to buy a motorcycle for daily transportation.,"? 155,057.00",493,77267,20,employed,Rejected, 0.50 
11268,I need a loan to start a small business.,"? 184,056.00",330,26701,5.33,unemployed,Rejected, 0.15 
11269,I need money to cover adoption fees and related expenses.,"? 49,724.00",494,36621,84.88,employed,Rejected, 0.74 
11270,I need money to cover unexpected medical expenses from surgery.,"? 63,102.00",336,24191,10.95,unemployed,Rejected, 0.38 
11271,I need a loan to support my side business selling handmade candles.,"? 137,290.00",468,27600,35.41,unemployed,Rejected, 0.20 
11272,I need financial assistance to buy farm equipment for my agricultural business.,"? 126,953.00",348,72443,7.87,unemployed,Rejected, 0.57 
11273,I want to expand my small online clothing store.,"? 172,456.00",410,114033,12.17,unemployed,Rejected, 0.66 
11274,I need a loan to relocate to a new city after getting a job offer.,"? 128,293.00",640,5204,31.53,unemployed,Rejected, 0.04 
11275,I need money to purchase updated equipment for my photography business.,"? 154,234.00",617,39836,5.21,unemployed,Rejected, 0.26 
11276,I need a loan to buy a truck and start a moving business.,"? 83,258.00",662,31874,8.82,employed,Approved, 0.38 
11277,I need money to publish and market my self-written book.,"? 158,651.00",609,61290,27.41,unemployed,Rejected, 0.39 
11278,I want to expand my small online clothing store.,"? 121,664.00",529,22628,13.94,unemployed,Rejected, 0.19 
11279,I need financial help to cover maternity and delivery expenses.,"? 126,535.00",528,56362,15.87,unemployed,Rejected, 0.45 
11280,I need a loan to start a small business.,"? 68,173.00",528,10621,39.6,employed,Rejected, 0.16 
11281,I need financial support to pay for my son's football training program.,"? 185,318.00",437,31879,6.43,employed,Rejected, 0.17 
11282,I need financial help to install a swimming pool in my backyard.,"? 170,451.00",371,8170,12.46,unemployed,Rejected, 0.05 
11283,I need money to purchase updated equipment for my photography business.,"? 25,315.00",458,3814,137.12,employed,Rejected, 0.15 
11284,I need financial help to cover maternity and delivery expenses.,"? 188,048.00",833,70532,5.71,unemployed,Rejected, 0.38 
11285,I want to buy a car for my rideshare business on Uber.,"? 195,043.00",352,99824,13.75,employed,Rejected, 0.51 
11286,I need money to pay for a vocational training course in plumbing.,"? 76,867.00",336,17749,56.87,unemployed,Rejected, 0.23 
11287,I need money to invest in stock trading and portfolio building.,"? 125,899.00",827,45138,31.39,unemployed,Rejected, 0.36 
11288,I need funds to buy new furniture and appliances for my house.,"? 88,447.00",694,43579,25.94,employed,Approved, 0.49 
11289,I want to pay off my payday loans and switch to a lower-interest option.,"? 87,814.00",712,63501,21.05,employed,Rejected, 0.72 
11290,I need money to pay for a vocational training course in plumbing.,"? 77,569.00",310,15596,9.98,employed,Rejected, 0.20 
11291,I need money to start a home-based catering business.,"? 139,618.00",401,88505,21.47,unemployed,Rejected, 0.63 
11292,I need financial help to pay off my high-interest payday loans.,"? 81,752.00",591,12573,58.4,unemployed,Rejected, 0.15 
11293,I need money to pay for a vocational training course in plumbing.,"? 189,209.00",347,33962,6.83,employed,Rejected, 0.18 
